Modeling	Genome	Element	Carrying_capacity	Rate	Initial_cost	AIC_Uniform	AIC_Linear	AIC_Exponential	BIC_Uniform	BIC_Linear	BIC_Exponential	P_Carrying_capacity	P_Rate	P_Initial_cost	Best_AIC	Best_BIC
Successful	GCF_900166885.1_39674_D01	Hydrogen bonds	7.58532507049189	0.190824442836197	6.88205883467359	-196.248581192359	-227.496190371642	-453.059077308679	-191.05834149209	-219.710830821238	-442.67859790814	1.74242825500858e-237	2.21398987374286e-31	8.26935439000994e-128	AIC_Exponential	BIC_Exponential
Successful	GCF_900168255.1_B431	Hydrogen bonds	7.32713365180018	0.152283726554436	6.92997849678701	-268.188822089495	-285.771770345332	-424.191896198835	-262.998582389226	-277.986410794928	-413.811416798296	1.6392342626367e-228	7.05289216414954e-16	1.97726724285973e-129	AIC_Exponential	BIC_Exponential
Successful	GCF_900168365.1_JF4335	Hydrogen bonds	6.86314262000532	0.169858816274278	6.53698364559298	-312.093853081774	-327.245857293163	-435.379371741623	-306.903613381504	-319.46049774276	-424.998892341085	6.40193030189077e-229	6.98017998684904e-12	8.94336491856061e-125	AIC_Exponential	BIC_Exponential
Successful	GCF_900169085.1_SWA-2	Hydrogen bonds	7.29440504089285	0.132776469521575	7.01337048491517	-301.181484378403	-316.994290189074	-402.723189874944	-295.991244678134	-309.208930638671	-392.342710474406	1.12016216779461e-222	1.94031232504479e-09	7.09284693323042e-130	AIC_Exponential	BIC_Exponential
Successful	GCF_900169485.1_PRJEB19959	Hydrogen bonds	7.33562201583389	0.167498648293687	6.88332874472056	-240.635763925767	-253.393546806404	-355.003883186693	-235.445524225497	-245.608187256	-344.623403786154	1.15253991533739e-214	6.9838190258987e-11	3.1849760458541e-111	AIC_Exponential	BIC_Exponential
Successful	GCF_900169565.1_NSJP_Ch1	Hydrogen bonds	7.79166792018845	0.167005633237615	7.5014494117589	-337.289059254572	-345.166619972666	-470.134454293164	-332.098819554303	-337.381260422262	-459.753974892625	1.99600982853758e-241	5.2983948587176e-13	4.67839835139548e-138	AIC_Exponential	BIC_Exponential
Successful	GCF_900170005.1_PRJEB19975	Hydrogen bonds	7.99083006866851	0.155642468419896	7.44490003696062	-215.485507024864	-243.442873025266	-417.781198205592	-210.295267324595	-235.657513474862	-407.400718805053	6.33719623764783e-231	1.83329349477126e-22	8.21237054733546e-131	AIC_Exponential	BIC_Exponential
Successful	GCF_900174625.1_WI1-reUpload	Hydrogen bonds	7.55670029012328	0.208677154406176	6.86758272716532	-212.056052707877	-234.482567649582	-452.034958569163	-206.865813007608	-226.697208099178	-441.654479168625	1.3513230417523e-237	1.54762988797815e-28	1.47018380804159e-123	AIC_Exponential	BIC_Exponential
Successful	GCF_900174635.1_WI2	Hydrogen bonds	7.55448777557701	0.208449896328816	6.8663244522462	-211.935440683455	-234.330216410901	-449.317263268808	-206.745200983186	-226.544856860497	-438.93678386827	5.25654254382626e-237	4.19019090263901e-28	5.03445975134191e-123	AIC_Exponential	BIC_Exponential
Successful	GCF_900175995.1_ASM90017599v1	Hydrogen bonds	7.87049184254517	0.198255913216184	7.4550105550191	-289.66139972479	-300.96878874262	-425.055449078787	-284.471160024521	-293.183429192216	-414.674969678248	2.2624927570953e-233	2.51442755806964e-13	8.83085702737866e-122	AIC_Exponential	BIC_Exponential
