Modeling	Genome	Element	Carrying_capacity	Rate	Initial_cost	AIC_Uniform	AIC_Linear	AIC_Exponential	BIC_Uniform	BIC_Linear	BIC_Exponential	P_Carrying_capacity	P_Rate	P_Initial_cost	Best_AIC	Best_BIC
Successful	GCF_002097535.1_ASM209753v1	Hydrogen bonds	7.27018195700349	0.156124137948322	6.82730586738269	-263.060624523809	-298.801805443546	-513.2917953816	-257.87038482354	-291.016445893142	-502.911315981062	3.97918925075123e-247	3.38798239736224e-30	7.31440017517959e-147	AIC_Exponential	BIC_Exponential
Successful	GCF_002097595.2_ASM209759v2	Hydrogen bonds	7.00909204717853	0.168639976377155	6.63876961947168	-290.421256221929	-312.279915771413	-428.075443061498	-285.23101652166	-304.494556221009	-417.69496366096	3.3093160266003e-228	1.40048052701574e-13	2.11888120451989e-124	AIC_Exponential	BIC_Exponential
Successful	GCF_002097715.1_ASM209771v1	Hydrogen bonds	8.05505426392224	0.228858296835553	7.23242161347672	-191.513511733579	-207.324766441112	-452.211133950674	-186.32327203331	-199.539406890708	-441.830654550136	9.85913805882263e-241	4.79317914712577e-32	4.38360612268015e-122	AIC_Exponential	BIC_Exponential
Successful	GCF_002101275.1_ASM210127v1	Hydrogen bonds	7.16037525728421	0.164144876634608	6.65083448852382	-235.659390883689	-269.452423195249	-437.623205440749	-230.46915118342	-261.667063644845	-427.242726040211	6.62206724534794e-231	2.04645101116981e-22	2.44363516651603e-128	AIC_Exponential	BIC_Exponential
Successful	GCF_002101335.1_ASM210133v1	Hydrogen bonds	7.14917104963401	0.150161478775725	6.69564494193844	-247.285580267279	-285.609573982274	-445.462066967869	-242.09534056701	-277.824214431871	-435.081587567331	7.58888409731121e-232	8.43136133007914e-22	2.21811811620138e-133	AIC_Exponential	BIC_Exponential
Successful	GCF_002101355.1_ASM210135v1	Hydrogen bonds	6.92646579967746	0.212150434301582	6.40143513834633	-255.220031005291	-276.769301845506	-404.72435533161	-250.029791305022	-268.983942295102	-394.343875931072	4.25578615131894e-224	4.41578771935747e-15	3.00145550063202e-109	AIC_Exponential	BIC_Exponential
Successful	GCF_002101375.1_ASM210137v1	Hydrogen bonds	7.25863977844064	0.175356700121579	6.74901912513387	-248.311194309765	-281.9531394006	-481.257152157769	-243.120954609496	-274.167779850196	-470.87667275723	4.23434404331017e-241	2.40194279482745e-27	2.0011801338092e-135	AIC_Exponential	BIC_Exponential
Successful	GCF_002101395.1_ASM210139v1	Hydrogen bonds	7.64237116304952	0.204870279561974	6.85320341128414	-182.600378411089	-209.673120498167	-439.177252747844	-177.410138710819	-201.887760947763	-428.796773347306	2.96798035005837e-235	2.42141897116698e-31	3.68077287924402e-122	AIC_Exponential	BIC_Exponential
Successful	GCF_002104335.1_ASM210433v1	Hydrogen bonds	6.97051071775339	0.209336887539056	6.45741995976383	-261.982772326356	-280.69439216977	-428.176212921251	-256.792532626086	-272.909032619366	-417.795733520713	3.10433288462023e-229	2.76746623712775e-17	5.09050396843659e-115	AIC_Exponential	BIC_Exponential
Successful	GCF_002104575.1_ASM210457v1	Hydrogen bonds	7.07986796355088	0.152323055135095	6.73939571019492	-306.535759822234	-331.498546542997	-499.336926969651	-301.345520121964	-323.713186992593	-488.956447569112	6.5147276531976e-243	5.07603694856634e-21	8.28269185404711e-144	AIC_Exponential	BIC_Exponential
Successful	GCF_002104595.1_ASM210459v1	Hydrogen bonds	8.01527075715765	0.198114637415287	7.42773377741012	-240.132009817491	-262.839577147288	-509.651069393873	-234.941770117222	-255.054217596884	-499.270589993334	6.3333950369787e-252	1.28529579247301e-33	2.24630991794597e-140	AIC_Exponential	BIC_Exponential
Successful	GCF_002104615.1_ASM210461v1	Hydrogen bonds	8.01788926276836	0.197944480628753	7.4279910426383	-239.216091327088	-262.131449765472	-509.215416148152	-234.025851626819	-254.346090215068	-498.834936747614	7.66690450462987e-252	1.05854181200403e-33	2.46437028969428e-140	AIC_Exponential	BIC_Exponential
Unsuccessful	GCF_002105535.1_ASM210553v1	Hydrogen bonds	8.0044689219105	NA	7.76641181123122	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Successful	GCF_002105555.1_ASM210555v1	Hydrogen bonds	8.08620749241011	0.230737546288703	7.67002541250673	-302.458988948243	-303.677044301915	-411.815055567183	-297.268749247974	-295.891684751511	-401.434576166644	1.86272029155278e-232	2.40740829945515e-10	3.5714143767551e-113	AIC_Exponential	BIC_Exponential
Successful	GCF_002105595.1_ASM210559v1	Hydrogen bonds	7.41771352307968	0.154484718254082	6.80598456856786	-198.01727112314	-243.02198182261	-481.939659537647	-192.827031422871	-235.236622272206	-471.559180137108	2.93610955819888e-241	4.4374642056754e-36	1.92074698249531e-141	AIC_Exponential	BIC_Exponential
Successful	GCF_002105615.1_ASM210561v1	Hydrogen bonds	7.1573996162201	0.164378041342509	6.65814682896857	-239.419067832257	-272.417660605069	-437.232215876647	-234.228828131988	-264.632301054666	-426.851736476108	8.11630546127057e-231	8.66581962438375e-22	3.47144027453954e-128	AIC_Exponential	BIC_Exponential
