Modeling	Genome	Element	Carrying_capacity	Rate	Initial_cost	AIC_Uniform	AIC_Linear	AIC_Exponential	BIC_Uniform	BIC_Linear	BIC_Exponential	P_Carrying_capacity	P_Rate	P_Initial_cost	Best_AIC	Best_BIC
Successful	GCF_900635155.1_36725_F02	Hydrogen bonds	7.34444084702122	0.157190232945548	6.56210082661738	-144.553199311404	-179.192337593687	-368.589244011749	-139.362959611135	-171.406978043283	-358.208764611211	4.45219107808767e-217	7.62515662245829e-26	1.77861535820746e-116	AIC_Exponential	BIC_Exponential
Successful	GCF_900635165.1_38670_F01	Hydrogen bonds	7.55672496065073	0.216117606711473	6.83156985401843	-206.711459075126	-228.20310593969	-446.664463637301	-201.521219374856	-220.417746389287	-436.283984236763	1.2308889574781e-236	1.57696728918534e-28	7.12807559019932e-121	AIC_Exponential	BIC_Exponential
Successful	GCF_900635175.1_38936_C01	Hydrogen bonds	7.55580982900759	0.213214659578311	6.84637149559834	-209.102573466589	-230.308291174466	-447.792007010756	-203.91233376632	-222.522931624062	-437.411527610217	8.37373214863826e-237	2.56097952428165e-28	1.04128295075248e-121	AIC_Exponential	BIC_Exponential
Successful	GCF_900635185.1_39038_C01	Hydrogen bonds	7.55724472442959	0.208965567182892	6.85786543917055	-207.503566606716	-228.054274111821	-430.623504107995	-202.313326906447	-220.268914561418	-420.243024707456	4.26804714278894e-233	8.95846562212038e-26	5.21253940425814e-119	AIC_Exponential	BIC_Exponential
Successful	GCF_900635195.1_38936_D01	Hydrogen bonds	7.54820784482521	0.216227641505078	6.82667767060952	-207.867080614874	-228.152309323933	-448.428394979885	-202.676840914605	-220.366949773529	-438.047915579347	5.79513276267785e-237	1.25131269248227e-28	3.57770551435436e-121	AIC_Exponential	BIC_Exponential
Successful	GCF_900635205.1_39081_F01	Hydrogen bonds	7.55717021022692	0.212000658288864	6.84343806099583	-206.769037508879	-227.362917971381	-442.911837898266	-201.578797808609	-219.577558420977	-432.531358497727	9.37229543630545e-236	6.74394126428166e-28	5.98762499768783e-121	AIC_Exponential	BIC_Exponential
Successful	GCF_900635215.1_39859_D02	Hydrogen bonds	7.55780642462984	0.212800018543918	6.84347176832542	-207.432194930147	-229.047302065503	-446.659222792835	-202.241955229878	-221.2619425151	-436.278743392296	1.44729075453642e-236	2.08559660067695e-28	1.43075591215313e-121	AIC_Exponential	BIC_Exponential
Successful	GCF_900635235.1_40105_D02	Hydrogen bonds	7.556881690648	0.209933043175739	6.85195760092789	-208.620859902868	-231.042677548415	-452.961329321562	-203.430620202598	-223.257317998011	-442.580849921024	8.05015324357142e-238	2.89183693556395e-29	1.71565744954551e-123	AIC_Exponential	BIC_Exponential
Successful	GCF_900635245.1_40415_C02	Hydrogen bonds	7.00545014932596	0.166969523892948	6.64814699248854	-295.68987594525	-317.994371733108	-431.404854592761	-290.499636244981	-310.209012182704	-421.024375192222	8.03578968154999e-229	2.4376127379562e-13	1.76094149999723e-125	AIC_Exponential	BIC_Exponential
Successful	GCF_900635265.1_40574_H02	Hydrogen bonds	7.00844697673216	0.174500562056504	6.62871796699898	-289.514542468117	-310.419663368458	-425.743822941674	-284.324302767848	-302.634303818054	-415.363343541136	6.22364419793579e-228	2.06243400420021e-13	1.61764668070542e-122	AIC_Exponential	BIC_Exponential
Successful	GCF_900635285.1_40677_B02	Hydrogen bonds	7.00946661158248	0.173891863018511	6.63242118759548	-291.100679229565	-311.398127315495	-429.318807745966	-285.910439529296	-303.612767765091	-418.938328345427	1.14044777972698e-228	1.1821002235741e-13	2.03649282054529e-123	AIC_Exponential	BIC_Exponential
Successful	GCF_900635295.1_40853_E01	Hydrogen bonds	7.02574921798675	0.171010511623832	6.61528596275512	-278.379075076186	-302.359997313795	-442.37581770752	-273.188835375917	-294.574637763392	-431.995338306982	2.10520866187126e-231	5.70576294673746e-17	6.23826628047857e-127	AIC_Exponential	BIC_Exponential
Successful	GCF_900635305.1_40961_G01	Hydrogen bonds	7.01017451134546	0.172460546178206	6.63831073588399	-291.935868344091	-312.498689421646	-427.488318576219	-286.745628643822	-304.713329871242	-417.107839175681	3.09446030127111e-228	2.50450626601889e-13	2.24307935125121e-123	AIC_Exponential	BIC_Exponential
Successful	GCF_900635315.1_41255_H01	Hydrogen bonds	7.01139726764423	0.173457842381241	6.63418482512622	-290.833079295946	-312.979741027167	-429.555023504539	-285.642839595677	-305.194381476763	-419.174544104	1.02761299005288e-228	1.02501293651526e-13	1.39854897540304e-123	AIC_Exponential	BIC_Exponential
