Position,Mean,Lower,Upper,Organism
1,0.9029617451779544,0.9023694936692686,0.9034695515891771,Schizosaccharomyces_pombe
2,0.4393579727180195,0.4316669499844554,0.4464849824004395,Schizosaccharomyces_pombe
3,0.43898839685358615,0.43245599779819177,0.4463675098059257,Schizosaccharomyces_pombe
4,0.42255571597098895,0.4151059657505952,0.43005201607064525,Schizosaccharomyces_pombe
5,0.43578869454488156,0.4281627355658051,0.4425797650836644,Schizosaccharomyces_pombe
6,0.42889029926705763,0.42126228668651283,0.4365423383353137,Schizosaccharomyces_pombe
7,0.4319012380380483,0.42475441437009975,0.43902742486382434,Schizosaccharomyces_pombe
8,0.4330993581963059,0.42631825557798536,0.44021021732742205,Schizosaccharomyces_pombe
9,0.4379559787399865,0.4307166446805249,0.4451892510657689,Schizosaccharomyces_pombe
10,0.43832344861950456,0.4312568343895199,0.44563086801074925,Schizosaccharomyces_pombe
11,0.4420269540516254,0.43470139204751135,0.4498262378783427,Schizosaccharomyces_pombe
12,0.43662071829204413,0.4293879808736537,0.44388923754402554,Schizosaccharomyces_pombe
13,0.44232750940133814,0.4354391813808788,0.44934826075244777,Schizosaccharomyces_pombe
14,0.44292635441021777,0.4359698524213503,0.4498463131955181,Schizosaccharomyces_pombe
15,0.4362386491884825,0.4292470768013731,0.44342663570506846,Schizosaccharomyces_pombe
16,0.43987525712606523,0.43262233142538337,0.44715187361322273,Schizosaccharomyces_pombe
17,0.44171715281060614,0.43396142821551315,0.44883889124898324,Schizosaccharomyces_pombe
18,0.43683943195901315,0.43006610562078645,0.443749107990818,Schizosaccharomyces_pombe
19,0.4420714650755727,0.4346585189112761,0.4488438874266952,Schizosaccharomyces_pombe
20,0.44837530823186705,0.44099313904611026,0.45575678349665905,Schizosaccharomyces_pombe
21,0.44808531474785673,0.44058404061633594,0.45614845394302556,Schizosaccharomyces_pombe
22,0.4415927274568662,0.4347717510272878,0.44887107330087817,Schizosaccharomyces_pombe
23,0.4502834455531564,0.44323847468346345,0.4573148716818493,Schizosaccharomyces_pombe
24,0.4463869497076322,0.43954853975818436,0.4535326607064526,Schizosaccharomyces_pombe
25,0.4433405711925113,0.4360468683855251,0.45053278394596413,Schizosaccharomyces_pombe
26,0.43876766024862973,0.43126783965128807,0.4456786540648277,Schizosaccharomyces_pombe
27,0.4478778294514218,0.4408305365150954,0.45479994985243205,Schizosaccharomyces_pombe
28,0.4426287631970086,0.4353545859471822,0.4494981781314015,Schizosaccharomyces_pombe
29,0.4369566260801424,0.4298364707504461,0.44434003639158975,Schizosaccharomyces_pombe
30,0.43952791015600046,0.43246891979370294,0.4472066966167959,Schizosaccharomyces_pombe
31,0.44040660201782744,0.4339567735949098,0.4473056754057587,Schizosaccharomyces_pombe
32,0.44575876358030214,0.43866894130072787,0.45307560523110474,Schizosaccharomyces_pombe
33,0.44305628878185066,0.43613557788950075,0.4506391532194526,Schizosaccharomyces_pombe
34,0.4440076041174241,0.43665730573407097,0.4508713219260925,Schizosaccharomyces_pombe
35,0.44209270592444005,0.43553919437027,0.4488662258791263,Schizosaccharomyces_pombe
36,0.439436899240653,0.43276260508630493,0.4466063667181984,Schizosaccharomyces_pombe
37,0.4376785232126811,0.43070750722934154,0.44511420523025297,Schizosaccharomyces_pombe
38,0.4464422653498405,0.4395455446387885,0.45359114038337867,Schizosaccharomyces_pombe
39,0.45328923754402556,0.4458584526866746,0.4605976665942667,Schizosaccharomyces_pombe
40,0.4394379554272232,0.43275810298457884,0.446545520203827,Schizosaccharomyces_pombe
41,0.441021191872474,0.433909806990422,0.44825486000204423,Schizosaccharomyces_pombe
42,0.44627375887430953,0.43832794598329694,0.453454725476668,Schizosaccharomyces_pombe
43,0.4546861401065556,0.4479122253595506,0.46155479074303574,Schizosaccharomyces_pombe
44,0.4475847994310221,0.4404921621267679,0.4544399491390802,Schizosaccharomyces_pombe
45,0.448028163555601,0.44089549965503594,0.45501825179828537,Schizosaccharomyces_pombe
46,0.44515380929870063,0.43813300497855684,0.4523069781778226,Schizosaccharomyces_pombe
47,0.4476534813698059,0.43948622416495253,0.45512041000694187,Schizosaccharomyces_pombe
48,0.4485174036549166,0.4408988791326494,0.4555009711699396,Schizosaccharomyces_pombe
49,0.4442570515359423,0.4368509824025689,0.45173858136682465,Schizosaccharomyces_pombe
50,0.4480286873900693,0.44094416009744175,0.4552243976968319,Schizosaccharomyces_pombe
51,0.44972277870761945,0.44255716104076964,0.45715494799984674,Schizosaccharomyces_pombe
52,0.45406238527812204,0.44690668032682157,0.46169204767106603,Schizosaccharomyces_pombe
53,0.44945215858130294,0.4423053718585902,0.455796549506616,Schizosaccharomyces_pombe
54,0.45641006656530686,0.4490739795342558,0.46358052682628714,Schizosaccharomyces_pombe
