Position,Mean,Lower,Upper,Organism
1,0.7709147540282241,0.7599038103929081,0.781680470328678,GCF_000006175.1_ASM617v2
2,0.5952675560498765,0.580069889471397,0.6086935708512483,GCF_000006175.1_ASM617v2
3,0.5281062143128051,0.5145483143573557,0.5421718684474878,GCF_000006175.1_ASM617v2
4,0.4528045030649509,0.4389248226767343,0.4672085726300528,GCF_000006175.1_ASM617v2
5,0.3851100125923001,0.3730042440159206,0.39849884067325725,GCF_000006175.1_ASM617v2
6,0.3351404758898623,0.3235242202679069,0.3462522529505823,GCF_000006175.1_ASM617v2
7,0.2890696196217373,0.27849907766858645,0.30008821208015113,GCF_000006175.1_ASM617v2
8,0.24977789371534992,0.2397673523795858,0.259043664421391,GCF_000006175.1_ASM617v2
9,0.22331943048097713,0.21400201743181843,0.2324869617667351,GCF_000006175.1_ASM617v2
10,0.2024109871332469,0.19405508913088051,0.21144593536700013,GCF_000006175.1_ASM617v2
11,0.18440535212374556,0.17606467339715673,0.19328476761455562,GCF_000006175.1_ASM617v2
12,0.17258018247749918,0.1646807967712901,0.18117409615656702,GCF_000006175.1_ASM617v2
13,0.16555950878638642,0.15826128216951404,0.1740893445023794,GCF_000006175.1_ASM617v2
14,0.16361627900272122,0.1563272861804277,0.17181187453303906,GCF_000006175.1_ASM617v2
15,0.16163747190402367,0.15387967884407613,0.16987224574166288,GCF_000006175.1_ASM617v2
16,0.15965950387317682,0.1520986843288591,0.16795940114726163,GCF_000006175.1_ASM617v2
17,0.15848042333258205,0.1505593373359192,0.16672115619938133,GCF_000006175.1_ASM617v2
18,0.15420212973611608,0.14639554746102088,0.16212718310210866,GCF_000006175.1_ASM617v2
19,0.15186220479390256,0.14442765025933876,0.15968504072943934,GCF_000006175.1_ASM617v2
20,0.14980833328510307,0.14206528076653302,0.1573104935823534,GCF_000006175.1_ASM617v2
21,0.14808193826486687,0.14111933971627746,0.15574679993958213,GCF_000006175.1_ASM617v2
22,0.14541828653118596,0.13851946138849527,0.15259451701116108,GCF_000006175.1_ASM617v2
23,0.1420342124571177,0.1354321204213928,0.14951467133163038,GCF_000006175.1_ASM617v2
24,0.14065566796353018,0.13391024737195809,0.1472496236576027,GCF_000006175.1_ASM617v2
25,0.13799497411280198,0.13172175149669668,0.14466354512428184,GCF_000006175.1_ASM617v2
26,0.13426559728804516,0.12800785844937473,0.14060351908495897,GCF_000006175.1_ASM617v2
27,0.13327149305295255,0.12684784778556257,0.1396182030616572,GCF_000006175.1_ASM617v2
28,0.13343806756366455,0.12740546774097658,0.14014274823622985,GCF_000006175.1_ASM617v2
29,0.13358146954137945,0.1274609524981031,0.13945038370074642,GCF_000006175.1_ASM617v2
30,0.13302616222499236,0.1274076316334989,0.1393389204456852,GCF_000006175.1_ASM617v2
31,0.13279691841850716,0.1270546735038977,0.13889601573959226,GCF_000006175.1_ASM617v2
32,0.1314440268856561,0.12548040762275528,0.13768538033872418,GCF_000006175.1_ASM617v2
33,0.13332085035737967,0.12703853158560982,0.1394298993579607,GCF_000006175.1_ASM617v2
34,0.1336743547941851,0.1276867794688981,0.13996113780652258,GCF_000006175.1_ASM617v2
35,0.1326230524590673,0.12651309395234384,0.13910176959961237,GCF_000006175.1_ASM617v2
36,0.13251623119795294,0.12633048239121072,0.13904467078737742,GCF_000006175.1_ASM617v2
37,0.13162323986143024,0.12531944571919273,0.1379114827328303,GCF_000006175.1_ASM617v2
38,0.13178174854843205,0.12610131597739394,0.1376393545707654,GCF_000006175.1_ASM617v2
39,0.13077092316260588,0.12504958986193246,0.137361665338321,GCF_000006175.1_ASM617v2
40,0.12945659167758594,0.1236545339025315,0.1353662463916291,GCF_000006175.1_ASM617v2
41,0.12713983938586854,0.121242629436932,0.13285361056614475,GCF_000006175.1_ASM617v2
42,0.12430366660517442,0.11864606303304823,0.1301230183233458,GCF_000006175.1_ASM617v2
43,0.12255501835456734,0.11702162252069966,0.1285935046780957,GCF_000006175.1_ASM617v2
44,0.12404394614738519,0.1185217923904688,0.1299390473119753,GCF_000006175.1_ASM617v2
45,0.12419741539296972,0.11843538538438152,0.130001151367178,GCF_000006175.1_ASM617v2
46,0.12334034128818959,0.11810534741212816,0.12941605399306208,GCF_000006175.1_ASM617v2
47,0.12343030279750743,0.11732634966733313,0.12935641242061277,GCF_000006175.1_ASM617v2
48,0.12473074063808137,0.11915408412023354,0.13108820005369884,GCF_000006175.1_ASM617v2
49,0.1264629308650792,0.12067053700843383,0.13194370786738677,GCF_000006175.1_ASM617v2
50,0.1272471216902764,0.12191400869511582,0.13317789569155014,GCF_000006175.1_ASM617v2
51,0.12725834182507384,0.12129265146364629,0.13333553917936192,GCF_000006175.1_ASM617v2
52,0.12945303024591123,0.123404293704562,0.1357935660699688,GCF_000006175.1_ASM617v2
53,0.13031994821217804,0.12380410669806505,0.13630274042915924,GCF_000006175.1_ASM617v2
54,0.13117217370252282,0.12516234602448567,0.13723664252874776,GCF_000006175.1_ASM617v2
55,0.13135327130104993,0.12515545236459985,0.1380919258827902,GCF_000006175.1_ASM617v2
56,0.1301406692108962,0.12396850607860639,0.13668174521506546,GCF_000006175.1_ASM617v2
57,0.13088418472424687,0.12515834641115817,0.13755887628284869,GCF_000006175.1_ASM617v2
58,0.12874253737703367,0.12267940915526612,0.13513953554314453,GCF_000006175.1_ASM617v2
59,0.12806198797652638,0.12250720003249779,0.13357430462280587,GCF_000006175.1_ASM617v2
60,0.1275231080435234,0.12162203148045361,0.1335130037787865,GCF_000006175.1_ASM617v2
61,0.12682831588542748,0.12057279025725276,0.13291552732012196,GCF_000006175.1_ASM617v2
62,0.12637627238802132,0.12034276676868189,0.1327249810731797,GCF_000006175.1_ASM617v2
63,0.12644607979679962,0.12025499066710979,0.13286417204281759,GCF_000006175.1_ASM617v2
64,0.12376577998499705,0.11838914924076475,0.12951913189433545,GCF_000006175.1_ASM617v2
65,0.12361935059943074,0.1183798971049213,0.12955029987585612,GCF_000006175.1_ASM617v2
66,0.12514780724521984,0.11966170332357914,0.13090291817394978,GCF_000006175.1_ASM617v2
67,0.12431252996912694,0.11894609237940035,0.1299320820743485,GCF_000006175.1_ASM617v2
68,0.12446608173849702,0.11893254204090752,0.12996963896254482,GCF_000006175.1_ASM617v2
69,0.1238083771408072,0.11797016317588288,0.12868523142616517,GCF_000006175.1_ASM617v2
70,0.12406792314354448,0.11922462416312056,0.1296751944718883,GCF_000006175.1_ASM617v2
71,0.1241596512665316,0.1190013944686219,0.1297592456456953,GCF_000006175.1_ASM617v2
72,0.12486481627333515,0.1194236740132827,0.13047422661144537,GCF_000006175.1_ASM617v2
73,0.12561506533775688,0.120561561570503,0.1312115324490136,GCF_000006175.1_ASM617v2
74,0.12545176765775373,0.11988211710132855,0.1311898546563637,GCF_000006175.1_ASM617v2
75,0.12705847393558692,0.12103443539618729,0.13332000461407842,GCF_000006175.1_ASM617v2
76,0.1274579382671389,0.12139873138564672,0.1333223174173852,GCF_000006175.1_ASM617v2
77,0.12961953528776893,0.12369225093731041,0.13519723221515326,GCF_000006175.1_ASM617v2
78,0.13126799299615804,0.12517764759693148,0.13719810745293567,GCF_000006175.1_ASM617v2
79,0.13150899951832512,0.12549174030053958,0.13813218618421275,GCF_000006175.1_ASM617v2
80,0.13108936656555745,0.12485919695667197,0.1373424972268467,GCF_000006175.1_ASM617v2
81,0.13034029561506086,0.12415468008436108,0.13631117536186665,GCF_000006175.1_ASM617v2
82,0.12850769691830363,0.12175970693214754,0.13491772878052,GCF_000006175.1_ASM617v2
83,0.12773701149882558,0.12153088756635604,0.13412824956451444,GCF_000006175.1_ASM617v2
84,0.12724887302308965,0.12140825581198518,0.13363831309773805,GCF_000006175.1_ASM617v2
85,0.1278372732376759,0.12210137080901022,0.13413610865524378,GCF_000006175.1_ASM617v2
86,0.12697788811691973,0.12083325731294253,0.1334381069371402,GCF_000006175.1_ASM617v2
87,0.1270277917563551,0.12132718238241783,0.13348869105929698,GCF_000006175.1_ASM617v2
88,0.12747227678032969,0.1221658174690568,0.1333538197424008,GCF_000006175.1_ASM617v2
89,0.12693237390845527,0.1212853839487223,0.1323726633581844,GCF_000006175.1_ASM617v2
90,0.12486043260531558,0.11989310561390333,0.13030343008656417,GCF_000006175.1_ASM617v2
91,0.12380585408386928,0.1183206298219823,0.12932320121123786,GCF_000006175.1_ASM617v2
92,0.12450784609739993,0.11958967632667994,0.12996404239874862,GCF_000006175.1_ASM617v2
93,0.12409066734197954,0.11862343902203108,0.12991869778854157,GCF_000006175.1_ASM617v2
94,0.12457144382004785,0.11879711384205859,0.13053246820928457,GCF_000006175.1_ASM617v2
95,0.12428818963315964,0.11911043307629256,0.1298781327450846,GCF_000006175.1_ASM617v2
96,0.12326768812860944,0.11787130022857312,0.1283728108272785,GCF_000006175.1_ASM617v2
97,0.12379338787188698,0.11869990992935951,0.12919546218718397,GCF_000006175.1_ASM617v2
98,0.12451309535631132,0.11895908545104143,0.13020200200379753,GCF_000006175.1_ASM617v2
99,0.1253820635810964,0.11955726002495852,0.1310987532178226,GCF_000006175.1_ASM617v2
100,0.1255296004592785,0.12010758089171301,0.13106022470771309,GCF_000006175.1_ASM617v2
101,0.1272849233916693,0.12181303852816178,0.13289668537509516,GCF_000006175.1_ASM617v2
102,0.12764841461797186,0.12211776293322953,0.13341675948188578,GCF_000006175.1_ASM617v2
103,0.12792166712708491,0.12252636737800307,0.13370916431680244,GCF_000006175.1_ASM617v2
104,0.1285293085799153,0.12280247479408345,0.1348897066086757,GCF_000006175.1_ASM617v2
105,0.12648610430906582,0.12116392563638359,0.13268469269634678,GCF_000006175.1_ASM617v2
106,0.12624384493672952,0.12067559367961835,0.13237922254936024,GCF_000006175.1_ASM617v2
107,0.1262092681926592,0.12089258135726759,0.13182387724818057,GCF_000006175.1_ASM617v2
108,0.12541533444481293,0.11971832782804245,0.1312706869358312,GCF_000006175.1_ASM617v2
109,0.12506246486848968,0.11944408435179184,0.1303285554922891,GCF_000006175.1_ASM617v2
110,0.12419345897234342,0.11877121340971358,0.12948296320445454,GCF_000006175.1_ASM617v2
111,0.124411789579431,0.1192593340066829,0.12962087588495821,GCF_000006175.1_ASM617v2
112,0.12474703477174197,0.11899671156115973,0.1307750006904287,GCF_000006175.1_ASM617v2
113,0.12599149475312127,0.12037179349339996,0.1318295254549046,GCF_000006175.1_ASM617v2
114,0.12616335041857155,0.1201148396178112,0.13232958650513912,GCF_000006175.1_ASM617v2
115,0.12818380497708187,0.12243513795977362,0.13460578593192382,GCF_000006175.1_ASM617v2
116,0.13040096185753372,0.12368244790484129,0.13728542024532292,GCF_000006175.1_ASM617v2
117,0.13722350694917632,0.13092803489321683,0.14390757705450202,GCF_000006175.1_ASM617v2
118,0.14513548101761897,0.13808013429739255,0.15231425531767967,GCF_000006175.1_ASM617v2
119,0.15737424023605506,0.1500989415773993,0.1644667416167787,GCF_000006175.1_ASM617v2
120,0.1834321502215718,0.17574450394142907,0.19133443788400115,GCF_000006175.1_ASM617v2
1,0.7390296907193863,0.7296790503032184,0.7484473617370578,GCF_000006805.1_ASM680v1
2,0.4316147050379418,0.4197532404473319,0.44305623533801625,GCF_000006805.1_ASM680v1
3,0.31603902691227065,0.3055779559766242,0.3265168730255288,GCF_000006805.1_ASM680v1
4,0.2365589362379898,0.2282726526902823,0.24491281717298471,GCF_000006805.1_ASM680v1
5,0.18785529807814152,0.1814774729756794,0.1942925646371395,GCF_000006805.1_ASM680v1
6,0.14762074485406068,0.14244688842651193,0.15317226416033633,GCF_000006805.1_ASM680v1
7,0.11793189973209708,0.11325915841129004,0.12227084608744951,GCF_000006805.1_ASM680v1
8,0.09624790164847982,0.09257396111026091,0.10011250035822848,GCF_000006805.1_ASM680v1
9,0.07815392160544649,0.07505772990716483,0.08128586301588421,GCF_000006805.1_ASM680v1
10,0.06576895004878519,0.06316783326036125,0.06821788221199879,GCF_000006805.1_ASM680v1
11,0.058506338886184096,0.056382286576546134,0.060618065651186374,GCF_000006805.1_ASM680v1
12,0.05123212170027833,0.049448837159500554,0.05293801458957455,GCF_000006805.1_ASM680v1
13,0.045618381113354846,0.043989571705300864,0.04726677812959376,GCF_000006805.1_ASM680v1
14,0.04619952148020889,0.044673440619566816,0.04779791855720524,GCF_000006805.1_ASM680v1
15,0.04618623362589124,0.04476612037347814,0.0477264991482802,GCF_000006805.1_ASM680v1
16,0.044951330327092046,0.043467744064016024,0.046503463466261524,GCF_000006805.1_ASM680v1
17,0.04536628244961703,0.04384344477996904,0.04689461208425072,GCF_000006805.1_ASM680v1
18,0.04608949461528088,0.044564910403383694,0.04768465282584418,GCF_000006805.1_ASM680v1
19,0.04683259064825066,0.04531929625028108,0.048366946395004606,GCF_000006805.1_ASM680v1
20,0.04446187196384654,0.04288444283911808,0.04621048545636575,GCF_000006805.1_ASM680v1
21,0.044338294823410604,0.04263166421495803,0.04610446221203084,GCF_000006805.1_ASM680v1
22,0.04382183814877423,0.042244855707971124,0.04562840007973756,GCF_000006805.1_ASM680v1
23,0.04419501823804247,0.04264923321530572,0.045823501498343036,GCF_000006805.1_ASM680v1
24,0.044357980341121254,0.042785477647646,0.04582689993067407,GCF_000006805.1_ASM680v1
25,0.04504665742418932,0.04351174207809562,0.0467532986729856,GCF_000006805.1_ASM680v1
26,0.04471831552322732,0.043193102967419295,0.04627958785008688,GCF_000006805.1_ASM680v1
27,0.04470585341231592,0.04322288747865884,0.046371025453974535,GCF_000006805.1_ASM680v1
28,0.04540407857793999,0.04390555854953924,0.046857222812560766,GCF_000006805.1_ASM680v1
29,0.045936780285016174,0.04446908907118919,0.047439398062418675,GCF_000006805.1_ASM680v1
30,0.04458241971708539,0.04302218490544391,0.04616608877549706,GCF_000006805.1_ASM680v1
31,0.04451360231215111,0.04305424164914102,0.04619284732676021,GCF_000006805.1_ASM680v1
32,0.04486201129042078,0.043491969099086134,0.04648391087505418,GCF_000006805.1_ASM680v1
33,0.045399842932727766,0.04369016524662867,0.04701670016001181,GCF_000006805.1_ASM680v1
34,0.04717199537471452,0.045683420310733074,0.04890036358725077,GCF_000006805.1_ASM680v1
35,0.04715341018995874,0.045550460249044314,0.048746223715664616,GCF_000006805.1_ASM680v1
36,0.04681045517000321,0.0452365132721669,0.04840799417196448,GCF_000006805.1_ASM680v1
37,0.04685802670646406,0.045228422431249256,0.048550942248003125,GCF_000006805.1_ASM680v1
38,0.0469750993566983,0.045487876278683205,0.04860809938781899,GCF_000006805.1_ASM680v1
39,0.04507996216734015,0.04356715580139051,0.04676122834708506,GCF_000006805.1_ASM680v1
40,0.04461761931135415,0.04296493981319825,0.0462606834268932,GCF_000006805.1_ASM680v1
41,0.044140968521292796,0.042649992543812854,0.045645168692854454,GCF_000006805.1_ASM680v1
42,0.044466232575828143,0.043037793799027,0.045994200468461505,GCF_000006805.1_ASM680v1
43,0.04482687917620069,0.04330645514741391,0.04624004941183819,GCF_000006805.1_ASM680v1
44,0.04410325993798226,0.042676468568791114,0.04563775941862735,GCF_000006805.1_ASM680v1
45,0.04438335049050146,0.04279445028436522,0.04596669355831382,GCF_000006805.1_ASM680v1
46,0.04407423868648125,0.04249764913301131,0.04560913439506071,GCF_000006805.1_ASM680v1
47,0.0438581062523725,0.04228516336490505,0.04522798815196003,GCF_000006805.1_ASM680v1
48,0.04349054722167647,0.0420261943072686,0.04503089179176102,GCF_000006805.1_ASM680v1
49,0.043591569607562566,0.04230427161366661,0.04517013124294113,GCF_000006805.1_ASM680v1
50,0.04452320542781148,0.043068106332946374,0.045991454377156786,GCF_000006805.1_ASM680v1
